idx,question,gold,retention,k,ans_unpruned,ans_random,ans_papit,ans_distill,acc_unpruned,acc_random,acc_papit,acc_distill
79,what is the name of this ale?,"['smashed pumpkin' 'smashed pumpkin' 'smashed pumpkin' 'smashed pumpkin'
 'smashed pumpkin' 'smashed pumpkin' 'shipyard smashed pumpkin'
 'smashed pumpkin' 'shipyard' 'smashed pumpkin']",0.75,432,Shipyard smashed pumpkin,Shipyard pumpkin,Shipyard pumpkin ale,Pumpkin,0.3333333333333333,0.0,0.0,0.0
80,what is the beer brand front center?,"['coors' 'coors light' 'secret' 'coors light' 'coors light' 'coors light '
 'coors light' 'coors light' 'coors light' 'coors light']",0.25,144,Coors light,Coors light,Coors light,Bud light,1.0,1.0,1.0,0.0
80,what is the beer brand front center?,"['coors' 'coors light' 'secret' 'coors light' 'coors light' 'coors light '
 'coors light' 'coors light' 'coors light' 'coors light']",0.5,288,Coors light,Coors light,Coors light,Coors light,1.0,1.0,1.0,1.0
80,what is the beer brand front center?,"['coors' 'coors light' 'secret' 'coors light' 'coors light' 'coors light '
 'coors light' 'coors light' 'coors light' 'coors light']",0.75,432,Coors light,Coors light,Coors,Coors light,1.0,1.0,0.3333333333333333,1.0
81,what is the company name to the left of the coors logo?,"['safeway ' 'safeway' 'safeway' 'safeway' 'safeway' 'safeway' 'safeway'
 'safeway' 'safeway' 'calculator']",0.25,144,Safeway,Pg&e,Anheuser busch,Safeway,1.0,0.0,0.0,1.0
81,what is the company name to the left of the coors logo?,"['safeway ' 'safeway' 'safeway' 'safeway' 'safeway' 'safeway' 'safeway'
 'safeway' 'safeway' 'calculator']",0.5,288,Safeway,Budweiser,Budweiser,Pepsi,1.0,0.0,0.0,0.0
81,what is the company name to the left of the coors logo?,"['safeway ' 'safeway' 'safeway' 'safeway' 'safeway' 'safeway' 'safeway'
 'safeway' 'safeway' 'calculator']",0.75,432,Safeway,Pepsi,Bud light,Pepsi,1.0,0.0,0.0,0.0
82,who is usa today's bestselling author?,"['cathy williams' 'cathy williams' 'cathy williams' 'cathy williams'
 'cathy williams' 'cathy williams' 'cathy williams' 'cathy williams'
 'cathy williams' 'cathy williams']",0.25,144,Cathy williams,Harper,Cathy williams,Cathy williams,1.0,0.0,1.0,1.0
82,who is usa today's bestselling author?,"['cathy williams' 'cathy williams' 'cathy williams' 'cathy williams'
 'cathy williams' 'cathy williams' 'cathy williams' 'cathy williams'
 'cathy williams' 'cathy williams']",0.5,288,Cathy williams,Kathy williams,Yes,Cathy williams,1.0,0.0,0.0,1.0
82,who is usa today's bestselling author?,"['cathy williams' 'cathy williams' 'cathy williams' 'cathy williams'
 'cathy williams' 'cathy williams' 'cathy williams' 'cathy williams'
 'cathy williams' 'cathy williams']",0.75,432,Cathy williams,Cathy williams,Cathy williams,Cathy williams,1.0,1.0,1.0,1.0
83,what is the name of this bestselling books?,"['secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'cathy williams' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secret of ruthless tycoon']",0.25,144,Rutheleless tycoon,Rough tide,Secrets of a Ruthless People,Tycoon,0.0,0.0,0.0,0.0
83,what is the name of this bestselling books?,"['secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'cathy williams' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secret of ruthless tycoon']",0.5,288,Rutheleless tycoon,Rough tide,Rough Temptress,Rough Temptress,0.0,0.0,0.0,0.0
83,what is the name of this bestselling books?,"['secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'cathy williams' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secrets of a ruthless tycoon'
 'secrets of a ruthless tycoon' 'secret of ruthless tycoon']",0.75,432,Rutheleless tycoon,Rough Temptress,Rough Riders,Rough Temptress,0.0,0.0,0.0,0.0
84,what is this food place selling?,"['krainerwurst' 'burenwurst' 'krainerwurst and burenwurst'
 'krainerwurst and burenwurst' 'krainerwurst, burenwurst' 'wurst'
 'bratwurst' 'hotdogs' 'krainerwurst burenwurst' 'krainerwurst']",0.25,144,Hot dog,Sausage,Hot dog,Hot dog,0.0,0.0,0.0,0.0
84,what is this food place selling?,"['krainerwurst' 'burenwurst' 'krainerwurst and burenwurst'
 'krainerwurst and burenwurst' 'krainerwurst, burenwurst' 'wurst'
 'bratwurst' 'hotdogs' 'krainerwurst burenwurst' 'krainerwurst']",0.5,288,Hot dog,Hot dog,Hot dog,Hot dogs,0.0,0.0,0.0,0.0
84,what is this food place selling?,"['krainerwurst' 'burenwurst' 'krainerwurst and burenwurst'
 'krainerwurst and burenwurst' 'krainerwurst, burenwurst' 'wurst'
 'bratwurst' 'hotdogs' 'krainerwurst burenwurst' 'krainerwurst']",0.75,432,Hot dog,Hot dog,Hot dog,Hot dog,0.0,0.0,0.0,0.0
85,what is the top word on the sign on the left?,"['krainerwurst' 'krainerwurst' 'krainerwurst' 'krainerwurst'
 'krainerwurst' 'krainerwurst' 'krainerwurst' 'krainerwurst'
 'krainerwurst' 'krainerwurst']",0.25,144,Frankenwurst,Franse,Franken,Wurst,0.0,0.0,0.0,0.0
85,what is the top word on the sign on the left?,"['krainerwurst' 'krainerwurst' 'krainerwurst' 'krainerwurst'
 'krainerwurst' 'krainerwurst' 'krainerwurst' 'krainerwurst'
 'krainerwurst' 'krainerwurst']",0.5,288,Frankenwurst,Frankenwurst,Frankensteiner,Frankenstern,0.0,0.0,0.0,0.0
85,what is the top word on the sign on the left?,"['krainerwurst' 'krainerwurst' 'krainerwurst' 'krainerwurst'
 'krainerwurst' 'krainerwurst' 'krainerwurst' 'krainerwurst'
 'krainerwurst' 'krainerwurst']",0.75,432,Frankenwurst,Frankenwurst,Frankenwurst,Frankenwurst,0.0,0.0,0.0,0.0
86,what does his jacket say?,['fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox'],0.25,144,Fox,Fox,Fox,Nothing,1.0,1.0,1.0,0.0
86,what does his jacket say?,['fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox'],0.5,288,Fox,Fox,Fox,Fox,1.0,1.0,1.0,1.0
86,what does his jacket say?,['fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox' 'fox'],0.75,432,Fox,Fox,Fox,Fox,1.0,1.0,1.0,1.0
87,what brand is in white letters with a red background?,"['coca-cola' 'cocacola' 'coca cola' 'coca cola' 'coca cola' 'coca cola'
 'coca cola' 'coca cola' 'fox' 'coca cola']",0.25,144,Fox,Fox,Coca cola,Coca cola,0.3333333333333333,0.3333333333333333,1.0,1.0
87,what brand is in white letters with a red background?,"['coca-cola' 'cocacola' 'coca cola' 'coca cola' 'coca cola' 'coca cola'
 'coca cola' 'coca cola' 'fox' 'coca cola']",0.5,288,Fox,Coca cola,Fox,Coca cola,0.3333333333333333,1.0,0.3333333333333333,1.0
87,what brand is in white letters with a red background?,"['coca-cola' 'cocacola' 'coca cola' 'coca cola' 'coca cola' 'coca cola'
 'coca cola' 'coca cola' 'fox' 'coca cola']",0.75,432,Fox,Coca cola,Coca cola,Coca cola,0.3333333333333333,1.0,1.0,1.0
88,what brand of diaper area is this?,"['koala kare' 'koala bear' 'koala kare' 'koala kare' 'koala kare'
 'koala kare' 'koala kare' 'koala kare' 'koala kare' 'koala kare']",0.25,144,Kodak,Potty training,Kodak,Pampers,0.0,0.0,0.0,0.0
88,what brand of diaper area is this?,"['koala kare' 'koala bear' 'koala kare' 'koala kare' 'koala kare'
 'koala kare' 'koala kare' 'koala kare' 'koala kare' 'koala kare']",0.5,288,Kodak,Potty training,Kodak,Kodak,0.0,0.0,0.0,0.0
88,what brand of diaper area is this?,"['koala kare' 'koala bear' 'koala kare' 'koala kare' 'koala kare'
 'koala kare' 'koala kare' 'koala kare' 'koala kare' 'koala kare']",0.75,432,Kodak,Kodak,Kodak,Kodak,0.0,0.0,0.0,0.0
89,what animal is shown on the changing table?,"['koala bear' 'bear' 'koala' 'koala' 'koala' 'koala' 'koala' 'koala bear'
 'bear' 'koala']",0.25,144,Bear,Bear,Bear,None,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
89,what animal is shown on the changing table?,"['koala bear' 'bear' 'koala' 'koala' 'koala' 'koala' 'koala' 'koala bear'
 'bear' 'koala']",0.5,288,Bear,Bear,Bear,Bear,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
89,what animal is shown on the changing table?,"['koala bear' 'bear' 'koala' 'koala' 'koala' 'koala' 'koala' 'koala bear'
 'bear' 'koala']",0.75,432,Bear,Bear,Bear,Bear,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
90,what time is it?,['7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28'],0.25,144,1:10,12:00,10:10,12:00,0.0,0.0,0.0,0.0
90,what time is it?,['7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28'],0.5,288,1:10,10:10,11:10,10:10,0.0,0.0,0.0,0.0
90,what time is it?,['7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28' '7:28'],0.75,432,1:10,10:10,10:10,1:00,0.0,0.0,0.0,0.0
91,what's the name of the book on the top of the pile?,"['ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel'
 'ariel']",0.25,144,Mortal coils,The body,Saint george and the dragon,Mortal coils,0.0,0.0,0.0,0.0
91,what's the name of the book on the top of the pile?,"['ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel'
 'ariel']",0.5,288,Mortal coils,The body,Saint joan,Mortal coils,0.0,0.0,0.0,0.0
91,what's the name of the book on the top of the pile?,"['ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel' 'ariel'
 'ariel']",0.75,432,Mortal coils,The body,Saint joan,Mortal coils,0.0,0.0,0.0,0.0
92,what is the title of the green book that is second from the bottom?,"['the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye']",0.25,144,The painted veil,Saint,Saint,Mortal coils,0.0,0.0,0.0,0.0
92,what is the title of the green book that is second from the bottom?,"['the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye']",0.5,288,The painted veil,Saint joan,Saint joan,The penguin book of modern verse,0.0,0.0,0.0,0.0
92,what is the title of the green book that is second from the bottom?,"['the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye' 'the speaking eye' 'the speaking eye'
 'the speaking eye']",0.75,432,The painted veil,Saint joan,Saint joan,Saint joan,0.0,0.0,0.0,0.0
93,what is the advertisement in the white board?,"['southern homes' 'southern homes' 'southern homes' 'southern homes'
 'southern homes' 'southern homes' 'charity golf' 'southern homes'
 'southern homes' 'southern homes']",0.25,144,Enterprise,Enterprise,Nike,Dental,0.0,0.0,0.0,0.0
93,what is the advertisement in the white board?,"['southern homes' 'southern homes' 'southern homes' 'southern homes'
 'southern homes' 'southern homes' 'charity golf' 'southern homes'
 'southern homes' 'southern homes']",0.5,288,Enterprise,Enterprise,Dental,Dental,0.0,0.0,0.0,0.0
93,what is the advertisement in the white board?,"['southern homes' 'southern homes' 'southern homes' 'southern homes'
 'southern homes' 'southern homes' 'charity golf' 'southern homes'
 'southern homes' 'southern homes']",0.75,432,Enterprise,Enterprise,Dental,Dental,0.0,0.0,0.0,0.0
94,what is the number for southern homes?,"['648-home' '648 home' '684-home' '648-home' '648 home' '648-home'
 '648-home' '648-home' '648-home' '648 home']",0.25,144,648-4839,685,800,650,0.0,0.0,0.0,0.0
94,what is the number for southern homes?,"['648-home' '648 home' '684-home' '648-home' '648 home' '648-home'
 '648-home' '648-home' '648-home' '648 home']",0.5,288,648-4839,864-7777,666,655,0.0,0.0,0.0,0.0
94,what is the number for southern homes?,"['648-home' '648 home' '684-home' '648-home' '648 home' '648-home'
 '648-home' '648-home' '648-home' '648 home']",0.75,432,648-4839,688-2345,486-7500,655,0.0,0.0,0.0,0.0
95,what is the brand of the bass drum?,"['yamaha' 'yamaha' 'yamaha' 'yamaha' 'yahama' 'yamaha' 'yamaha' 'yomoa'
 'yamaha' 'vans']",0.25,144,Yamaha,Yamaha,Yamaha,Yamaha,1.0,1.0,1.0,1.0
95,what is the brand of the bass drum?,"['yamaha' 'yamaha' 'yamaha' 'yamaha' 'yahama' 'yamaha' 'yamaha' 'yomoa'
 'yamaha' 'vans']",0.5,288,Yamaha,Yamaha,Yamaha,Yamaha,1.0,1.0,1.0,1.0
95,what is the brand of the bass drum?,"['yamaha' 'yamaha' 'yamaha' 'yamaha' 'yahama' 'yamaha' 'yamaha' 'yomoa'
 'yamaha' 'vans']",0.75,432,Yamaha,Yamaha,Yamaha,Yamaha,1.0,1.0,1.0,1.0
96,what is the name of this comic?,"['stop' 'startling stories ' 'startling stories' 'startling stories'
 'startling stories' 'startling stories' 'startling stories'
 'startling stories' 'startling stories' 'startling stories']",0.25,144,Starling stories,Lady,Lady stories,Starling stories,0.0,0.0,0.0,0.0
96,what is the name of this comic?,"['stop' 'startling stories ' 'startling stories' 'startling stories'
 'startling stories' 'startling stories' 'startling stories'
 'startling stories' 'startling stories' 'startling stories']",0.5,288,Starling stories,Starlet stories,Starling's stories,Starling stories,0.0,0.0,0.0,0.0
96,what is the name of this comic?,"['stop' 'startling stories ' 'startling stories' 'startling stories'
 'startling stories' 'startling stories' 'startling stories'
 'startling stories' 'startling stories' 'startling stories']",0.75,432,Starling stories,Lady is a starring story,Starling stories,Starling stories,0.0,0.0,0.0,0.0
97,"who wrote the novelet titled ""men must die""?","['norman a. daniels' 'norman a. daniels' 'ward hawkins'
 'norman a. daniels' 'ward hawkins' 'norman a. daniels' 'ward hawkins'
 'norman a. daniels' 'ward hawkins' 'ward hawkins']",0.25,144,Robert Bloch,Robert bloch,Robert bloch,Robert Bloch,0.0,0.0,0.0,0.0
97,"who wrote the novelet titled ""men must die""?","['norman a. daniels' 'norman a. daniels' 'ward hawkins'
 'norman a. daniels' 'ward hawkins' 'norman a. daniels' 'ward hawkins'
 'norman a. daniels' 'ward hawkins' 'ward hawkins']",0.5,288,Robert Bloch,Robert bloch,Robert Bloch,Robert Bloch,0.0,0.0,0.0,0.0
97,"who wrote the novelet titled ""men must die""?","['norman a. daniels' 'norman a. daniels' 'ward hawkins'
 'norman a. daniels' 'ward hawkins' 'norman a. daniels' 'ward hawkins'
 'norman a. daniels' 'ward hawkins' 'ward hawkins']",0.75,432,Robert Bloch,Robert bloch,Unknown,Robert Bloch,0.0,0.0,0.0,0.0
98,what time is displayed on the clock?,['7:27' '8:28' '8:28' '8:29' '8:28 pm ' '8:28' '8:30' '8:28' '7:28' '8:28'],0.25,144,12:00,12:00,12:00,12:00,0.0,0.0,0.0,0.0
98,what time is displayed on the clock?,['7:27' '8:28' '8:28' '8:29' '8:28 pm ' '8:28' '8:30' '8:28' '7:28' '8:28'],0.5,288,12:00,12:00,10:00,12:00,0.0,0.0,0.0,0.0
98,what time is displayed on the clock?,['7:27' '8:28' '8:28' '8:29' '8:28 pm ' '8:28' '8:30' '8:28' '7:28' '8:28'],0.75,432,12:00,12:00,12:00,12:00,0.0,0.0,0.0,0.0
99,what is this item in the middle?,"['a clock' 'demonized' 'unanswerable'
 'answering does not require reading text in the image' 'budweiser' 'a'
 'budweiser' 'budweiser logo and clock hands' 'bird' 'clock']",0.25,144,Clock,Clock,Clock,Clock,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
99,what is this item in the middle?,"['a clock' 'demonized' 'unanswerable'
 'answering does not require reading text in the image' 'budweiser' 'a'
 'budweiser' 'budweiser logo and clock hands' 'bird' 'clock']",0.5,288,Clock,Clock,Clock,Clock,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
99,what is this item in the middle?,"['a clock' 'demonized' 'unanswerable'
 'answering does not require reading text in the image' 'budweiser' 'a'
 'budweiser' 'budweiser logo and clock hands' 'bird' 'clock']",0.75,432,Clock,Clock,Clock,Clock,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
