shard,idx_in_shard,image_path,question,source
99,19,/opt/dlami/nvme/data/raw_distill/gqa_train/2346845.jpg,Are there any white kittens or birds?,gqa
99,20,/opt/dlami/nvme/data/raw_distill/gqa_train/2384426.jpg,Is the cap the same color as the shirt?,gqa
99,21,/opt/dlami/nvme/data/raw_distill/gqa_train/2401738.jpg,Is the wood chair to the right or to the left of the couch?,gqa
99,22,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_203.jpg,is this about learning to do a  straw trick?,textvqa
99,23,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_293.jpg,What kind of animal is this?,vqav2
99,24,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_521.jpg,what year did this event take place in?,textvqa
99,25,/opt/dlami/nvme/data/raw_distill/gqa_train/2386224.jpg,What does the woman hold?,gqa
99,26,/opt/dlami/nvme/data/raw_distill/gqa_train/2335743.jpg,What is on the tower?,gqa
99,27,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_1400.jpg,which brand?,textvqa
99,28,/opt/dlami/nvme/data/raw_distill/gqa_train/2336725.jpg,What is the device to the right of the computer called?,gqa
99,29,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_1120.jpg,How many red umbrellas?,vqav2
99,30,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_1068.jpg,Did someone make the fire hydrant seem life-like?,vqav2
99,31,/opt/dlami/nvme/data/raw_distill/gqa_train/2336077.jpg,Are these animals of different species?,gqa
99,32,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_623.jpg,What are the people watching?,vqav2
99,33,/opt/dlami/nvme/data/raw_distill/gqa_train/2411803.jpg,Who is wearing the eye glasses?,gqa
99,34,/opt/dlami/nvme/data/raw_distill/gqa_train/2345971.jpg,What is the fence in front of?,gqa
99,35,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_1217.jpg,What is yellow?,vqav2
99,36,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_2846.jpg,What type of birds are flying over the water?,vqav2
99,37,/opt/dlami/nvme/data/raw_distill/gqa_train/2400293.jpg,What place does this represent?,gqa
99,38,/opt/dlami/nvme/data/raw_distill/gqa_train/2402028.jpg,What is the color of the shirt the catcher is wearing?,gqa
99,39,/opt/dlami/nvme/data/raw_distill/gqa_train/2389069.jpg,What do you think is the vegetable that is to the right of the peppers?,gqa
99,40,/opt/dlami/nvme/data/raw_distill/gqa_train/2356619.jpg,What is the color of the frisbee the dog is holding?,gqa
99,41,/opt/dlami/nvme/data/raw_distill/gqa_train/2379156.jpg,Who is wearing a coat?,gqa
99,42,/opt/dlami/nvme/data/raw_distill/gqa_train/2356820.jpg,Who is holding the racket that looks pink and yellow?,gqa
99,43,/opt/dlami/nvme/data/raw_distill/gqa_train/2361698.jpg,What is the man to the right of the glasses wearing?,gqa
99,44,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_1567.jpg,what blue product is next to the computer tower?,textvqa
99,45,/opt/dlami/nvme/data/raw_distill/gqa_train/2392242.jpg,Is the rice in the top of the image?,gqa
99,46,/opt/dlami/nvme/data/raw_distill/gqa_train/2316690.jpg,Is there any bus that is not orange?,gqa
99,47,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_470.jpg,How many spoons are there?,vqav2
99,48,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2194.jpg,Is the man swinging?,vqav2
99,49,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_1322.jpg,Is this a black and white picture?,vqav2
99,50,/opt/dlami/nvme/data/raw_distill/gqa_train/2374136.jpg,Who is wearing socks?,gqa
99,51,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_36.jpg,Are the tomatoes sliced or diced?,vqav2
99,52,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_328.jpg,What color is the water?,vqav2
99,53,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_699.jpg,Is it night?,vqav2
99,54,/opt/dlami/nvme/data/raw_distill/gqa_train/2357894.jpg,What does the boy used?,gqa
99,55,/opt/dlami/nvme/data/raw_distill/gqa_train/2363748.jpg,Is the chicken breast on the left?,gqa
99,56,/opt/dlami/nvme/data/raw_distill/gqa_train/2336451.jpg,What color is the tent?,gqa
99,57,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2425.jpg,How many windows are on the front of the train?,vqav2
99,58,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_79.jpg,How many girls are present?,vqav2
99,59,/opt/dlami/nvme/data/raw_distill/gqa_train/2380997.jpg,"What material is the large floor, concrete or hardwood?",gqa
99,60,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00003-of-00020_1448.jpg,how many ounces is the bottle of olde english?,textvqa
99,61,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_453.jpg,what is the soup of the day?,textvqa
99,62,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_217.jpg,what flavor are they?,textvqa
99,63,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_2272.jpg,Are the animals running?,vqav2
99,64,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00000-of-00020_1642.jpg,what is the name of the bar?,textvqa
99,65,/opt/dlami/nvme/data/raw_distill/gqa_train/2318258.jpg,Are there both street signs and traffic lights in this image?,gqa
99,66,/opt/dlami/nvme/data/raw_distill/gqa_train/2365285.jpg,What animals are on the sand?,gqa
99,67,/opt/dlami/nvme/data/raw_distill/gqa_train/2321830.jpg,What is the item of furniture to the right of the helmet he wears?,gqa
99,68,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_621.jpg,what volume is this item?,textvqa
99,69,/opt/dlami/nvme/data/raw_distill/gqa_train/2366972.jpg,What food is on the plate?,gqa
99,70,/opt/dlami/nvme/data/raw_distill/gqa_train/2399902.jpg,Is the black bottle to the right or to the left of the spoon that is in the canister?,gqa
99,71,/opt/dlami/nvme/data/raw_distill/gqa_train/2404627.jpg,Are there orange airplanes or trucks?,gqa
99,72,/opt/dlami/nvme/data/raw_distill/gqa_train/2366363.jpg,Are there both windows and doors?,gqa
99,73,/opt/dlami/nvme/data/raw_distill/gqa_train/2375387.jpg,Do you see a bench that is not red?,gqa
99,74,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00007-of-00020_1548.jpg,what brand of phone is this?,textvqa
99,75,/opt/dlami/nvme/data/raw_distill/gqa_train/2392019.jpg,Who is wearing the tank top?,gqa
99,76,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_1532.jpg,How many men are in this picture?,vqav2
99,77,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_3146.jpg,Has the truck just been painted?,vqav2
99,78,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_3242.jpg,Do the zebras look coordinated?,vqav2
99,79,/opt/dlami/nvme/data/raw_distill/gqa_train/2381144.jpg,Does the woman wear a watch?,gqa
99,80,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_2345.jpg,Are both women working on laptops?,vqav2
99,81,/opt/dlami/nvme/data/raw_distill/gqa_train/2357009.jpg,Is the person in the snow wearing a coat?,gqa
99,82,/opt/dlami/nvme/data/raw_distill/gqa_train/2384325.jpg,What is the shelf made of?,gqa
99,83,/opt/dlami/nvme/data/raw_distill/gqa_train/2371665.jpg,Which place is it?,gqa
99,84,/opt/dlami/nvme/data/raw_distill/gqa_train/2405039.jpg,Is the man sitting or bending?,gqa
99,85,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_117.jpg,name in the middle of the screen is?,textvqa
99,86,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_2141.jpg,What holiday could this be?,vqav2
99,87,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_933.jpg,what four letters are written over and over in a very large font?,textvqa
99,88,/opt/dlami/nvme/data/raw_distill/gqa_train/2390688.jpg,Is the cream the same color as the chocolate?,gqa
99,89,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_1211.jpg,what credit service is advertised on this soccer wall?,textvqa
99,90,/opt/dlami/nvme/data/raw_distill/gqa_train/2318262.jpg,Is this plate striped and white?,gqa
99,91,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_1620.jpg,How many lights are at the top front of the bus?,vqav2
99,92,/opt/dlami/nvme/data/raw_distill/gqa_train/2371277.jpg,Are there planters or tents in the photo?,gqa
99,93,/opt/dlami/nvme/data/raw_distill/gqa_train/1592162.jpg,What color is the logo?,gqa
99,94,/opt/dlami/nvme/data/raw_distill/gqa_train/2364489.jpg,Of what color do you think are the leaves?,gqa
99,95,/opt/dlami/nvme/data/raw_distill/gqa_train/2384823.jpg,Is there either a duck or a cow in the photograph?,gqa
99,96,/opt/dlami/nvme/data/raw_distill/gqa_train/2334010.jpg,What type of food is to the right of the person that is sitting on the bench?,gqa
99,97,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00007-of-00020_1082.jpg,where is the call button?,textvqa
99,98,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_358.jpg,Are these animals caged?,vqav2
99,99,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_1638.jpg,Is the house old?,vqav2
100,0,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_1994.jpg,Are both of these phones taking a picture?,vqav2
100,1,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_1436.jpg,What brand of laptop is this?,vqav2
100,2,/opt/dlami/nvme/data/raw_distill/gqa_train/2393574.jpg,What animal is the table in front of?,gqa
100,3,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_1708.jpg,what is the technological wonder printed at the top of the page?,textvqa
100,4,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_1829.jpg,Is the pillow red?,vqav2
100,5,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_994.jpg,where does the cruise go to?,textvqa
100,6,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_272.jpg,what relative of the narrator does the last paragraph talk about?,textvqa
100,7,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2037.jpg,How many lights are on in the room?,vqav2
100,8,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_302.jpg,Where is the man sitting?,vqav2
100,9,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_1566.jpg,what do the red buttons do?,textvqa
100,10,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_1215.jpg,who is this?,textvqa
100,11,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_1421.jpg,"Why is water on the camera, when it's not raining?",vqav2
100,12,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_1001.jpg,what is in the big jar?,textvqa
100,13,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_1068.jpg,what street is listed on this billboard?,textvqa
100,14,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_527.jpg,what are the letters in the bottom row?,textvqa
100,15,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_728.jpg,what time is it?,textvqa
100,16,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00006-of-00020_1213.jpg,what year is written on it?,textvqa
100,17,/opt/dlami/nvme/data/raw_distill/gqa_train/2358525.jpg,What kind of animal is playing with the ball?,gqa
100,18,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_2387.jpg,What is the man eating?,vqav2
100,19,/opt/dlami/nvme/data/raw_distill/gqa_train/2366105.jpg,Is there a boat to the left of the kayak in the center?,gqa
100,20,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_2929.jpg,Is there a cow on the beach?,vqav2
100,21,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_1576.jpg,Is the TV right side up?,vqav2
100,22,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_153.jpg,Is this person a skilled athlete?,vqav2
100,23,/opt/dlami/nvme/data/raw_distill/gqa_train/2373329.jpg,Who is wearing a shirt?,gqa
100,24,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_2448.jpg,What is the color of the first pole on you left?,vqav2
100,25,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_1086.jpg,what city symphony orchestra was used?,textvqa
100,26,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2152.jpg,Are the giraffe eating leaves?,vqav2
100,27,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_806.jpg,what holiday are the tips for?,textvqa
100,28,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00007-of-00020_1379.jpg,what brand phone is this?,textvqa
100,29,/opt/dlami/nvme/data/raw_distill/gqa_train/2379722.jpg,Is the color of the toilet different than the cross?,gqa
100,30,/opt/dlami/nvme/data/raw_distill/gqa_train/2381568.jpg,Is the stove to the right or to the left of the freezer?,gqa
100,31,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_709.jpg,what is the name of the book?,textvqa
100,32,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_233.jpg,What type of shoe is the lady in the dress wearing?,vqav2
100,33,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_102.jpg,Which veggies are in a bag?,vqav2
100,34,/opt/dlami/nvme/data/raw_distill/gqa_train/2402646.jpg,"Which seems to be younger, the woman or the kid?",gqa
100,35,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00003-of-00020_1314.jpg,what brand is the bottle of water?,textvqa
100,36,/opt/dlami/nvme/data/raw_distill/gqa_train/150303.jpg,Does the lamp to the left of the clocks look covered?,gqa
100,37,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_2026.jpg,What other bigger animal resembles this cat?,vqav2
100,38,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_1036.jpg,Is a light on?,vqav2
100,39,/opt/dlami/nvme/data/raw_distill/gqa_train/2322372.jpg,Is the man on top of the surfboard?,gqa
100,40,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_236.jpg,What kind of doughnut is that?,vqav2
100,41,/opt/dlami/nvme/data/raw_distill/gqa_train/2351040.jpg,Are there any people behind the person in the bottom of the picture?,gqa
100,42,/opt/dlami/nvme/data/raw_distill/gqa_train/2414295.jpg,Who wears the shirt?,gqa
100,43,/opt/dlami/nvme/data/raw_distill/gqa_train/2414586.jpg,Are the towels in the bottom or in the top part?,gqa
100,44,/opt/dlami/nvme/data/raw_distill/gqa_train/1160126.jpg,Does the bag have black color?,gqa
100,45,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_639.jpg,what is the title of this book?,textvqa
100,46,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_609.jpg,what is the brand of this carton?,textvqa
100,47,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_1224.jpg,Is this a twin sized bed?,vqav2
100,48,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_1116.jpg,What is the man wearing on his face?,vqav2
100,49,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00000-of-00020_1451.jpg,this dodge article claims to be what?,textvqa
100,50,/opt/dlami/nvme/data/raw_distill/gqa_train/2348706.jpg,Are these people all the same gender?,gqa
100,51,/opt/dlami/nvme/data/raw_distill/gqa_train/2371842.jpg,What kind of drink is in the cup?,gqa
100,52,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_929.jpg,how long is this gun?,textvqa
100,53,/opt/dlami/nvme/data/raw_distill/gqa_train/2319455.jpg,Who is standing on the dirt?,gqa
100,54,/opt/dlami/nvme/data/raw_distill/gqa_train/2380715.jpg,Do the people near the ocean seem to be walking?,gqa
100,55,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_370.jpg,what does the sign say?,textvqa
100,56,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00007-of-00020_224.jpg,what kind of bread does she have?,textvqa
100,57,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_957.jpg,what state is on this item?,textvqa
100,58,/opt/dlami/nvme/data/raw_distill/gqa_train/2394427.jpg,Is there a penguin below the water?,gqa
100,59,/opt/dlami/nvme/data/raw_distill/gqa_train/2409923.jpg,Which kind of furniture is wooden?,gqa
100,60,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_1637.jpg,what is in the box?,textvqa
100,61,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00006-of-00020_512.jpg,how many hanes shirts can i get as a bonus?,textvqa
100,62,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2598.jpg,What is the color of the ball?,vqav2
100,63,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_1067.jpg,Are there any bananas?,vqav2
100,64,/opt/dlami/nvme/data/raw_distill/gqa_train/2350471.jpg,Are there cars to the left of the lamp?,gqa
100,65,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_48.jpg,Is the jar clear?,vqav2
100,66,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_754.jpg,Is this a steam engine train?,vqav2
100,67,/opt/dlami/nvme/data/raw_distill/gqa_train/3317.jpg,Are there both a window and a door in this image?,gqa
100,68,/opt/dlami/nvme/data/raw_distill/gqa_train/2370616.jpg,What is the man doing?,gqa
100,69,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_357.jpg,what is the first word at the top of the flyer?,textvqa
100,70,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00007-of-00020_1531.jpg,this mobile windows accsed?,textvqa
100,71,/opt/dlami/nvme/data/raw_distill/gqa_train/2321833.jpg,On which side of the picture is the mirror?,gqa
100,72,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00006-of-00020_1611.jpg,what company made the machine?,textvqa
100,73,/opt/dlami/nvme/data/raw_distill/gqa_train/2381853.jpg,Who is looking for food?,gqa
100,74,/opt/dlami/nvme/data/raw_distill/gqa_train/2357495.jpg,Is the gray van to the left or to the right of the blue umbrella?,gqa
100,75,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_1025.jpg,what kind of steak house?,textvqa
100,76,/opt/dlami/nvme/data/raw_distill/gqa_train/2374032.jpg,What is he wearing?,gqa
100,77,/opt/dlami/nvme/data/raw_distill/gqa_train/2393746.jpg,Who wears a shirt?,gqa
100,78,/opt/dlami/nvme/data/raw_distill/gqa_train/2398798.jpg,Is there a laptop to the right of the black bag?,gqa
100,79,/opt/dlami/nvme/data/raw_distill/gqa_train/2384296.jpg,Is the phone silver?,gqa
100,80,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00007-of-00020_425.jpg,what do the switches do?,textvqa
100,81,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_1726.jpg,Do you see orange cones?,vqav2
100,82,/opt/dlami/nvme/data/raw_distill/gqa_train/2402743.jpg,What is the color of the wood floor?,gqa
100,83,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_477.jpg,what is the name of this beer?,textvqa
100,84,/opt/dlami/nvme/data/raw_distill/gqa_train/2336421.jpg,Is the skateboard to the right or to the left of the man that is riding a bike?,gqa
100,85,/opt/dlami/nvme/data/raw_distill/gqa_train/2368138.jpg,What is inside the stone oven?,gqa
100,86,/opt/dlami/nvme/data/raw_distill/gqa_train/2371229.jpg,Who is under the bridge?,gqa
100,87,/opt/dlami/nvme/data/raw_distill/gqa_train/2353468.jpg,What animal is brown?,gqa
100,88,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_1457.jpg,what roman numerals are seen on this statue?,textvqa
100,89,/opt/dlami/nvme/data/raw_distill/gqa_train/2342500.jpg,Which color do you think the young animal is?,gqa
100,90,/opt/dlami/nvme/data/raw_distill/gqa_train/2345393.jpg,Are there both frisbees and motorcycles in this scene?,gqa
100,91,/opt/dlami/nvme/data/raw_distill/gqa_train/2410699.jpg,What vehicle is it?,gqa
100,92,/opt/dlami/nvme/data/raw_distill/gqa_train/2409893.jpg,Is the woman's hair black and short?,gqa
100,93,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_163.jpg,how many calories per serving?,textvqa
100,94,/opt/dlami/nvme/data/raw_distill/gqa_train/2343967.jpg,What color is that ground?,gqa
100,95,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_518.jpg,What color is the animal in the background?,vqav2
100,96,/opt/dlami/nvme/data/raw_distill/gqa_train/150343.jpg,Are there children to the right of the paper napkin?,gqa
100,97,/opt/dlami/nvme/data/raw_distill/gqa_train/2388668.jpg,"What piece of furniture is made of wood, the cabinet or the chair?",gqa
100,98,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2041.jpg,Does the door handle turn?,vqav2
100,99,/opt/dlami/nvme/data/raw_distill/gqa_train/3744.jpg,What place is the picture in?,gqa
101,0,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_482.jpg,What is the mirror reflecting?,vqav2
101,1,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_289.jpg,What color is the scarf around the woman's neck?,vqav2
101,2,/opt/dlami/nvme/data/raw_distill/gqa_train/2382036.jpg,Does the grass look thin?,gqa
101,3,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2436.jpg,Is this a beautiful sunset?,vqav2
101,4,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_3135.jpg,Can you cross the street?,vqav2
101,5,/opt/dlami/nvme/data/raw_distill/gqa_train/2342066.jpg,Which side of the photo is the car on?,gqa
101,6,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_1538.jpg,What color is the dog's blanket?,vqav2
101,7,/opt/dlami/nvme/data/raw_distill/gqa_train/1593184.jpg,Are there tea kettles in the picture?,gqa
101,8,/opt/dlami/nvme/data/raw_distill/gqa_train/2366956.jpg,"What is that, a train or a bus?",gqa
101,9,/opt/dlami/nvme/data/raw_distill/gqa_train/2352595.jpg,He is holding what?,gqa
101,10,/opt/dlami/nvme/data/raw_distill/gqa_train/2375495.jpg,Is the container on the right?,gqa
101,11,/opt/dlami/nvme/data/raw_distill/gqa_train/2412990.jpg,Which kind of vegetable is to the left of the meat?,gqa
101,12,/opt/dlami/nvme/data/raw_distill/gqa_train/2343435.jpg,"What color are the cell phones that are not turned-off, white or black?",gqa
101,13,/opt/dlami/nvme/data/raw_distill/gqa_train/2386256.jpg,Is the rope green?,gqa
101,14,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_1854.jpg,Is the man standing?,vqav2
101,15,/opt/dlami/nvme/data/raw_distill/gqa_train/2383859.jpg,Do you see an elephant in front of the wire fence?,gqa
101,16,/opt/dlami/nvme/data/raw_distill/gqa_train/2376488.jpg,What is the man holding?,gqa
101,17,/opt/dlami/nvme/data/raw_distill/gqa_train/2406888.jpg,Are there either any snowboarders or men in the photograph?,gqa
101,18,/opt/dlami/nvme/data/raw_distill/gqa_train/2364212.jpg,Is there a clock in the image that is metallic?,gqa
101,19,/opt/dlami/nvme/data/raw_distill/gqa_train/2319066.jpg,In which part of the picture is the parsley?,gqa
101,20,/opt/dlami/nvme/data/raw_distill/gqa_train/2393194.jpg,What is the walkway in front of?,gqa
101,21,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_428.jpg,What color is the toy in the child's hand?,vqav2
101,22,/opt/dlami/nvme/data/raw_distill/gqa_train/2349000.jpg,How big is the container that the floor is below?,gqa
101,23,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00000-of-00020_316.jpg,what is the title on these paper slips?,textvqa
101,24,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_1545.jpg,Are there trees on both sides of the water?,vqav2
101,25,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_161.jpg,how many days does the guest pass last?,textvqa
101,26,/opt/dlami/nvme/data/raw_distill/gqa_train/2377897.jpg,What is the person to the right of the hydrant doing?,gqa
101,27,/opt/dlami/nvme/data/raw_distill/gqa_train/2389437.jpg,Which color do you think are the cabinets that are not little?,gqa
101,28,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_1615.jpg,Who is the person on the board?,vqav2
101,29,/opt/dlami/nvme/data/raw_distill/gqa_train/2394178.jpg,What is in front of the animals that are lying on the couch?,gqa
101,30,/opt/dlami/nvme/data/raw_distill/gqa_train/2361017.jpg,What's on the table?,gqa
101,31,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_1107.jpg,What are the boys sitting on?,vqav2
101,32,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_2900.jpg,Where is the lost ski pole?,vqav2
101,33,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_914.jpg,Have the curtains been ironed?,vqav2
101,34,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_1151.jpg,How many birds are in the photo?,vqav2
101,35,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00006-of-00020_1498.jpg,what kind of business is the white van advertising?,textvqa
101,36,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_1676.jpg,what can't this sign fix?,textvqa
101,37,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_2195.jpg,What does the sign say in the background?,vqav2
101,38,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_931.jpg,"what does it say under ""living campus""?",textvqa
101,39,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_583.jpg,what services company is shown?,textvqa
101,40,/opt/dlami/nvme/data/raw_distill/gqa_train/2390464.jpg,Are there both a bear and a bird in the picture?,gqa
101,41,/opt/dlami/nvme/data/raw_distill/gqa_train/2373717.jpg,What color is the head board made of wood?,gqa
101,42,/opt/dlami/nvme/data/raw_distill/gqa_train/2409520.jpg,Where is the bike?,gqa
